Subsystem 3	H: mean rel. freq. (%)	H: std. dev. (%)	NH: mean rel. freq. (%)	NH: std. dev. (%)	p-values	p-values (corrected)	Difference between means	95.0% lower CI	95.0% upper CI	Note	ERR1398068	ERR1398068: parent seq. count	ERR1398068: rel. freq. (%)	ERR1398076	ERR1398076: parent seq. count	ERR1398076: rel. freq. (%)	ERR1398077	ERR1398077: parent seq. count	ERR1398077: rel. freq. (%)	ERR1398085	ERR1398085: parent seq. count	ERR1398085: rel. freq. (%)	ERR1398168	ERR1398168: parent seq. count	ERR1398168: rel. freq. (%)	ERR1398221	ERR1398221: parent seq. count	ERR1398221: rel. freq. (%)	ERR1398078	ERR1398078: parent seq. count	ERR1398078: rel. freq. (%)	ERR1398089	ERR1398089: parent seq. count	ERR1398089: rel. freq. (%)	ERR1398129	ERR1398129: parent seq. count	ERR1398129: rel. freq. (%)	ERR1398206	ERR1398206: parent seq. count	ERR1398206: rel. freq. (%)	ERR1398257	ERR1398257: parent seq. count	ERR1398257: rel. freq. (%)	ERR1398263	ERR1398263: parent seq. count	ERR1398263: rel. freq. (%)	
"Acetoin, butanediol metabolism"	0.138421678733	0.0196646009252	0.151920295984	0.0316607100472	0.440469134472	0.440469134472	-0.0134986172508	-0.051650226803	0.0246529923013		93.29444444	62613.9999989	0.148999336317	53.11666667	54430.0	0.0975871149549	86.43333333	55126.9999996	0.156789473998	59.17777778	40585.0000001	0.145811944758	93.29444444	62613.9999989	0.148999336317	112.6833333	85145.0000002	0.132342866052	86.45	54754.9999992	0.157885124649	93.31666667	52990.9999993	0.176099086017	63.08333333	32002.0000006	0.197123096459	61.16666667	62699.0	0.0975560482145	54.32424242	41133.9999993	0.132066520205	95.71666667	63475.9999994	0.150791900357	
Housecleaning nucleoside triphosphate pyrophosphatases	0.0674086216781	0.0150033544355	0.0598948203338	0.0146054613041	0.440978382445	0.440978382445	0.00751380134431	-0.013352477633	0.0283800803216		32.75	62613.9999989	0.0523045964171	48.25	54430.0	0.0886459672974	38.08333333	55126.9999996	0.0690829055278	23.0	40585.0000001	0.0566711839349	32.75	62613.9999989	0.0523045964171	72.75	85145.0000002	0.0854424804743	35.33333333	54754.9999992	0.0645298755009	36.08333333	52990.9999993	0.0680933240182	11.08333333	32002.0000006	0.0346332520774	50.5	62699.0	0.0805435493389	25.75	41133.9999993	0.0626002820062	31.08333333	63475.9999994	0.0489686390609	
The Chv regulatory system of Alphaproteobacteria	0.000371451858047	0.000670918509811	0.000798172788893	0.00097517026039	0.441259756589	0.441259756589	-0.000426720930846	-0.00162695033475	0.00077350847306		0.0	62613.9999989	0.0	1.0	54430.0	0.00183722212015	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.0	62613.9999989	0.0	0.333333333	85145.0000002	0.000391489028128	1.0	54754.9999992	0.00182631723133	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.333333333	62699.0	0.000531640589164	1.0	41133.9999993	0.00243107891286	0.0	63475.9999994	0.0	
Transport of Nickel and Cobalt	0.0683572618612	0.0206298099101	0.0807465999522	0.0276779986974	0.442391653489	0.442391653489	-0.0123893380911	-0.0471718322898	0.0223931561077		40.33333333	62613.9999989	0.0644158388391	29.66666667	54430.0	0.0545042562373	62.5	55126.9999996	0.113374571445	24.66666667	40585.0000001	0.0607777914746	40.33333333	62613.9999989	0.0644158388391	44.83333333	85145.0000002	0.0526552743319	57.66666667	54754.9999992	0.105317627013	58.0	52990.9999993	0.109452548547	13.33333333	32002.0000006	0.0416640626516	31.0	62699.0	0.0494425748417	43.33333333	41133.9999993	0.105346752883	46.5	63475.9999994	0.0732560337772	
"tRNA aminoacylation, Lys"	0.184989434034	0.0287096929843	0.174050889339	0.00853249139051	0.445962961189	0.445962961189	0.0109385446953	-0.0220041565977	0.0438812459882		138.15	62613.9999989	0.2206375571	99.25	54430.0	0.182344295425	82.66666667	55126.9999996	0.149956766504	61.2	40585.0000001	0.150794628557	138.15	62613.9999989	0.2206375571	158.0	85145.0000002	0.185565799518	94.2	54754.9999992	0.172039083191	100.0	52990.9999993	0.188711290599	52.0	32002.0000006	0.162489844382	108.75	62699.0	0.173447742388	68.83333333	41133.9999993	0.167339265161	114.4333333	63475.9999994	0.180278110311	
Respiration / Human gut microbiome	0.263190812543	0.0526267919408	0.240773513875	0.0348106548337	0.448141091441	0.448141091441	0.0224172986687	-0.0417864880579	0.0866210853953		176.1029762	62613.9999989	0.281251758717	174.2956349	54430.0	0.320219795884	132.6702381	55126.9999996	0.240662902209	64.20394328	40585.0000001	0.158196238216	176.1029762	62613.9999989	0.281251758717	253.3595238	85145.0000002	0.297562421516	143.968254	54754.9999992	0.262931703045	108.1706349	52990.9999993	0.204130201169	95.49960317	32002.0000006	0.2984176088	156.1623016	62699.0	0.249066654333	96.27142857	41133.9999993	0.234043439908	124.4456349	63475.9999994	0.196051475993	
Sulfur oxidation	0.00116136658347	0.000347913617526	0.00191356564999	0.00202454082123	0.448177206097	0.448177206097	-0.000752199066519	-0.00307468908499	0.00157029095195		0.583333333	62613.9999989	0.000931634032342	0.5	54430.0	0.000918611060076	0.916666667	55126.9999996	0.00166282704846	0.666666667	40585.0000001	0.00164264301343	0.583333333	62613.9999989	0.000931634032342	0.75	85145.0000002	0.000880850314168	0.5	54754.9999992	0.000913158615665	0.75	52990.9999993	0.00141533467949	2.033333333	32002.0000006	0.00635376955491	1.0	62699.0	0.00159492176909	0.333333333	41133.9999993	0.000810359636811	0.25	63475.9999994	0.000393849643964	
Macromolecular synthesis operon	0.203927380525	0.0293787606352	0.222127882777	0.0420734963277	0.448266057966	0.448266057966	-0.0182005022518	-0.0701685929273	0.0337675884237		125.0959707	62613.9999989	0.199789137736	79.43333333	54430.0	0.145936677071	116.9777778	55126.9999996	0.212196886827	96.13730159	40585.0000001	0.236878900061	125.0959707	62613.9999989	0.199789137736	194.9595238	85145.0000002	0.228973543719	96.68571429	54754.9999992	0.176578786031	94.17930403	52990.9999993	0.177726980112	63.18095238	32002.0000006	0.197428136925	163.4595238	62699.0	0.260705152873	118.5888278	41133.9999993	0.288298798566	147.2830087	63475.9999994	0.232029442154	
Carbon monoxide induced hydrogenase	0.107154351164	0.0346924742616	0.0868973593887	0.0456353761754	0.449045228732	0.449045228732	0.0202569917752	-0.0374236176708	0.0779376012212		72.83333333	62613.9999989	0.116321163528	77.0	54430.0	0.141466103252	18.33333333	55126.9999996	0.0332565409511	51.75	40585.0000001	0.127510163853	72.83333333	62613.9999989	0.116321163528	92.0	85145.0000002	0.108050971871	46.0	54754.9999992	0.0840105926412	27.33333333	52990.9999993	0.0515810860908	6.0	32002.0000006	0.0187488281979	64.0	62699.0	0.102074993222	68.16666667	41133.9999993	0.165718545902	63.0	63475.9999994	0.0992501102788	
carbazol degradation cluster	0.000815706088496	0.000931649766727	0.00152698780695	0.00177645880051	0.452016806936	0.452016806936	-0.000711281718456	-0.00280125691066	0.00137869347375		0.0	62613.9999989	0.0	0.5	54430.0	0.000918611060076	0.833333333	55126.9999996	0.001511660952	1.0	40585.0000001	0.00246396451891	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	2.5	52990.9999993	0.00471778226498	1.0	32002.0000006	0.00312480469965	0.333333333	62699.0	0.000531640589164	0.0	41133.9999993	0.0	0.5	63475.9999994	0.000787699287927	
t6A synthesis in bacteria	0.0989024634362	0.0178223808149	0.091817849343	0.00914563667119	0.453445408455	0.453445408455	0.00708461409314	-0.0138357643827	0.028004992569		73.11289683	62613.9999989	0.116767650735	55.5043956	54430.0	0.101973903362	47.93611111	55126.9999996	0.0869557768614	26.80595238	40585.0000001	0.0660489155598	73.11289683	62613.9999989	0.116767650735	89.31785714	85145.0000002	0.104900883363	55.47838828	54754.9999992	0.101321136482	48.56547619	52990.9999993	0.0916485369037	27.30119048	32002.0000006	0.0853108883179	66.7740232	62699.0	0.106499343211	34.34047619	41133.9999993	0.0834844075232	52.45833333	63475.9999994	0.0826427836198	
Hexose Phosphate Uptake System	0.01791307071	0.0172904691732	0.0110946149631	0.00888138711432	0.456985873797	0.456985873797	0.00681845574692	-0.0134795487536	0.0271164602474		13.0	62613.9999989	0.0207621298755	28.0	54430.0	0.0514422193643	8.0	55126.9999996	0.014511945145	0.0	40585.0000001	0.0	13.0	62613.9999989	0.0207621298755	0.0	85145.0000002	0.0	8.0	54754.9999992	0.0146105378506	14.0	52990.9999993	0.0264195806839	0.0	32002.0000006	0.0	10.0	62699.0	0.0159492176909	2.0	41133.9999993	0.00486215782573	3.0	63475.9999994	0.00472619572756	
D-tyrosyl-tRNA(Tyr) deacylase	0.00915149899996	0.00249240770912	0.0104843722929	0.00294438692416	0.458111182374	0.458111182374	-0.00133287329289	-0.00519110462943	0.00252535804364		5.75	62613.9999989	0.00918324975261	2.75	54430.0	0.00505236083042	4.066666667	55126.9999996	0.00737690544929	5.083333333	40585.0000001	0.0125251529703	5.75	62613.9999989	0.00918324975261	9.866666667	85145.0000002	0.0115880752446	4.25	54754.9999992	0.00776184823316	6.0	52990.9999993	0.0113226774359	5.083333333	32002.0000006	0.0158844238888	4.583333333	62699.0	0.00731005810779	4.866666667	41133.9999993	0.0118312507101	5.583333333	63475.9999994	0.00879597538133	
Lysine fermentation MCB 432	0.0971657268412	0.01096917725	0.0907315579797	0.0149989606309	0.458299632726	0.458299632726	0.00643416886153	-0.0123150995038	0.0251834372269		64.23493173	62613.9999989	0.102588768855	58.94326507	54430.0	0.108291870421	56.2406746	55126.9999996	0.102020198089	30.40738844	40585.0000001	0.0749227262288	64.23493173	62613.9999989	0.102588768855	78.82896825	85145.0000002	0.0925820285981	47.10549451	54754.9999992	0.086029576314	63.74126984	52990.9999993	0.120286972959	23.5971362	32002.0000006	0.073736442096	52.04642857	62699.0	0.0830099819296	34.30281385	41133.9999993	0.0833928474026	62.16428571	63475.9999994	0.0979335271765	
GABA and putrescine metabolism from cluters	0.0117060018821	0.00877727195134	0.00819475025983	0.00493895275682	0.458421101288	0.458421101288	0.00351125162225	-0.00690329470915	0.0139257979537		7.083333333	62613.9999989	0.0113126989701	15.33333333	54430.0	0.0281707391696	8.0	55126.9999996	0.014511945145	2.0	40585.0000001	0.00492792903781	7.083333333	62613.9999989	0.0113126989701	0.0	85145.0000002	0.0	3.333333333	54754.9999992	0.00608772410383	7.5	52990.9999993	0.0141533467949	0.0	32002.0000006	0.0	3.333333333	62699.0	0.00531640589643	5.5	41133.9999993	0.0133709340208	6.5	63475.9999994	0.0102400907431	
CBSS-316057.3.peg.659	0.0173018098627	0.00692405452242	0.0145116403022	0.00407709405914	0.459563803625	0.459563803625	0.00279016956046	-0.00547947350209	0.011059812623		6.0	62613.9999989	0.00958252148099	12.0	54430.0	0.0220466654418	16.0	55126.9999996	0.0290238902899	6.0	40585.0000001	0.0147837871134	6.0	62613.9999989	0.00958252148099	16.0	85145.0000002	0.0187914733689	9.0	54754.9999992	0.016436855082	11.0	52990.9999993	0.0207582419659	5.0	32002.0000006	0.0156240234982	9.0	62699.0	0.0143542959218	3.0	41133.9999993	0.00729323673859	8.0	63475.9999994	0.0126031886068	
Methicillin resistance in Staphylococci	0.0462528667792	0.0044154552418	0.0425842684116	0.00952269190647	0.459917133614	0.459917133614	0.00366859836757	-0.00741392691703	0.0147511236522		32.70322178	62613.9999989	0.0522298875341	23.59285714	54430.0	0.0433453190152	22.43330836	55126.9999996	0.0406938675425	17.97778888	40585.0000001	0.0442966339287	32.70322178	62613.9999989	0.0522298875341	38.07821068	85145.0000002	0.0447216051206	23.04891775	54754.9999992	0.0420946356504	23.22344877	52990.9999993	0.0438252698955	9.810714286	32002.0000006	0.0306565661078	34.89570707	62699.0	0.0556559228537	12.74090909	41133.9999993	0.0309741554194	33.19735167	63475.9999994	0.0522990605431	
Methylcitrate cycle	0.00734245478892	0.00436230726229	0.00545120362924	0.00334464950106	0.460652553066	0.460652553066	0.00189125115969	-0.00363663774301	0.00741914006239		5.60995671	62613.9999989	0.00895958844683	7.350032321	54430.0	0.013503641964	5.142857143	55126.9999996	0.00932910759345	1.102113573	40585.0000001	0.00271556873968	5.60995671	62613.9999989	0.00895958844683	0.5	85145.0000002	0.000587233542779	1.71978022	54754.9999992	0.00314086424989	4.285714286	52990.9999993	0.0080876267405	0.15	32002.0000006	0.000468720704947	6.071428571	62699.0	0.00968345359735	3.337301587	41133.9999993	0.00811324351402	2.03968254	63475.9999994	0.00321331296871	
Ribosomal protein S5p acylation	0.0361475541042	0.00561116983575	0.0333097530717	0.00608036362792	0.460951719996	0.460951719996	0.00283780103253	-0.00541385859313	0.0110894606582		26.33333333	62613.9999989	0.0420566220501	15.66666667	54430.0	0.0287831465552	22.5	55126.9999996	0.0408148457202	13.16666667	40585.0000001	0.0324421995072	26.33333333	62613.9999989	0.0420566220501	26.16666667	85145.0000002	0.0307318887427	16.66666667	54754.9999992	0.0304386205283	15.66666667	52990.9999993	0.0295647688668	7.833333333	32002.0000006	0.0244776368129	25.33333333	62699.0	0.0404046848116	13.66666667	41133.9999993	0.0332247451506	26.5	63475.9999994	0.0417480622601	
Lactose and Galactose Uptake and Utilization	0.494848706185	0.0603371410803	0.524845068356	0.0633291313272	0.460952025107	0.460952025107	-0.0299963621714	-0.117184676825	0.0571919524826		305.8801948	62613.9999989	0.488517256213	214.1742424	54430.0	0.393485655704	296.712031	55126.9999996	0.538233589715	239.3699856	40585.0000001	0.58979915141	305.8801948	62613.9999989	0.488517256213	400.6407107	85145.0000002	0.470539327851	280.5443945	54754.9999992	0.512363061829	293.9074897	52990.9999993	0.55463661698	132.447132	32002.0000006	0.413871420529	306.6047619	62699.0	0.48901060926	251.8854007	41133.9999993	0.6123532861	359.8044483	63475.9999994	0.566835415438	
Biogenesis of cytochrome c oxidases	0.00399314363599	0.00284249331006	0.00276292234713	0.00218241499297	0.461615059102	0.461615059102	0.00123022128886	-0.00237329364168	0.00483373621939		3.5	62613.9999989	0.00558980419724	3.5	54430.0	0.00643027742054	3.5	55126.9999996	0.00634897600092	0.0	40585.0000001	0.0	3.5	62613.9999989	0.00558980419724	0.0	85145.0000002	0.0	2.5	54754.9999992	0.00456579307833	3.0	52990.9999993	0.00566133871797	0.0	32002.0000006	0.0	2.5	62699.0	0.00398730442272	0.0	41133.9999993	0.0	1.5	63475.9999994	0.00236309786378	
Tellurite resistance: Chromosomal determinants	0.0033771665665	0.00286927023634	0.00523798212349	0.00457504695294	0.462112969146	0.462112969146	-0.00186081555699	-0.00738356156767	0.0036619304537		1.0	62613.9999989	0.0015970869135	4.0	54430.0	0.00734888848061	4.0	55126.9999996	0.00725597257248	1.0	40585.0000001	0.00246396451891	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	3.0	54754.9999992	0.00547895169399	7.0	52990.9999993	0.0132097903419	0.0	32002.0000006	0.0	0.0	62699.0	0.0	2.0	41133.9999993	0.00486215782573	5.0	63475.9999994	0.00787699287927	
Benzoate transport and degradation cluster	0.00145097336458	0.00195140535082	0.00062903763533	0.001406570913	0.464209135936	0.464209135936	0.000821935729246	-0.00160791408643	0.00325178554493		1.0	62613.9999989	0.0015970869135	3.0	54430.0	0.00551166636046	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	2.0	52990.9999993	0.00377422581198	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
t6A synthesis in Archaea and Eukaryotes	0.00102665188288	0.00229566339934	0.000202589909405	0.000453004808986	0.464212785004	0.464212785004	0.000824061973472	-0.00180858152431	0.00345670547126		0.0	62613.9999989	0.0	0.0	54430.0	0.0	0.0	55126.9999996	0.0	2.5	40585.0000001	0.00615991129727	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.5	41133.9999993	0.00121553945643	0.0	63475.9999994	0.0	
t(6)A synthesis in Archaea and Eukaryotes	0.00102665188288	0.00229566339934	0.000202589909405	0.000453004808986	0.464212785004	0.464212785004	0.000824061973472	-0.00180858152431	0.00345670547126		0.0	62613.9999989	0.0	0.0	54430.0	0.0	0.0	55126.9999996	0.0	2.5	40585.0000001	0.00615991129727	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.5	41133.9999993	0.00121553945643	0.0	63475.9999994	0.0	
Steroid sulfates	0.0344639408905	0.0082622839358	0.0299911217312	0.0103368638953	0.468029147773	0.468029147773	0.00447281915927	-0.00880069490633	0.0177463332249		19.6	62613.9999989	0.0313029035046	11.66666667	54430.0	0.0214342580746	18.45833333	55126.9999996	0.033483290094	19.11428571	40585.0000001	0.0470969217937	19.6	62613.9999989	0.0313029035046	35.9	85145.0000002	0.0421633683715	15.36025641	54754.9999992	0.0280527009592	9.166666667	52990.9999993	0.0172985349722	6.5	32002.0000006	0.0203112305477	25.26666667	62699.0	0.0402983567043	11.33333333	41133.9999993	0.027552227671	29.47424242	63475.9999994	0.0464336795329	
Two-component regulatory systems in Campylobacter	0.110711608778	0.0348418139411	0.128165679691	0.0388954253326	0.472231642536	0.472231642536	-0.0174540709124	-0.0695726038168	0.034664461992		50.16666667	62613.9999989	0.0801205268325	41.83333333	54430.0	0.0768571253536	66.33333333	55126.9999996	0.120328211821	68.84285714	40585.0000001	0.169626357373	50.16666667	62613.9999989	0.0801205268325	116.8333333	85145.0000002	0.137216904457	52.66666667	54754.9999992	0.0961860408562	50.5	52990.9999993	0.0952992017525	30.9	32002.0000006	0.0965564652191	93.16666667	62699.0	0.148593544825	53.33333333	41133.9999993	0.129657542011	128.6666667	63475.9999994	0.202701283479	
Alpha-acetolactate operon	0.000532952829582	0.000766170027286	0.000985359229778	0.00111783269262	0.474750273625	0.474750273625	-0.000452406400196	-0.00182700494486	0.00092219214447		0.0	62613.9999989	0.0	1.0	54430.0	0.00183722212015	0.75	55126.9999996	0.00136049485734	0.0	40585.0000001	0.0	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	0.666666667	54754.9999992	0.0012175448215	1.583333333	52990.9999993	0.00298792876719	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	1.083333333	63475.9999994	0.00170668178998	
Propionyl-CoA to Succinyl-CoA Module	0.0461231553728	0.00669688243524	0.0502303189248	0.0103024684029	0.474792537308	0.474792537308	-0.00410716355199	-0.016630440219	0.00841611311501		26.81666667	62613.9999989	0.0428285474023	26.06666667	54430.0	0.0478902566048	26.70238095	55126.9999996	0.0484379359483	14.82150072	40585.0000001	0.036519651891	26.81666667	62613.9999989	0.0428285474023	49.58333333	85145.0000002	0.0582339929883	22.76666667	54754.9999992	0.0415791556394	23.16666667	52990.9999993	0.0437181156617	19.5	32002.0000006	0.0609336916431	41.56904762	62699.0	0.0662993789694	15.68181818	41133.9999993	0.0381237374928	32.2	63475.9999994	0.0507278341425	
t(6)A synthesis in bacteria	0.0267105652957	0.00202054527381	0.028396980637	0.00458847912073	0.476947650007	0.476947650007	-0.00168641534126	-0.00700891096085	0.00363608027832		15.74206349	62613.9999989	0.0251414435913	16.32435897	54430.0	0.029991473397	15.30992063	55126.9999996	0.0277720910445	9.839285714	40585.0000001	0.0242436508907	15.74206349	62613.9999989	0.0251414435913	23.81785714	85145.0000002	0.0279732892594	16.25860806	54754.9999992	0.0296933760574	16.28214286	52990.9999993	0.0307262419283	11.70119048	32002.0000006	0.0365639350034	16.60424298	62699.0	0.026482468588	9.723809524	41133.9999993	0.0236393482865	14.775	63475.9999994	0.0232765139582	
VC0266	0.000712992943671	0.00102563302789	0.00114729174704	0.000819005062532	0.477188819539	0.477188819539	-0.000434298803373	-0.00175088898085	0.000882291374105		0.0	62613.9999989	0.0	0.0	54430.0	0.0	1.0	55126.9999996	0.00181399314312	1.0	40585.0000001	0.00246396451891	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	1.0	54754.9999992	0.00182631723133	1.0	52990.9999993	0.00188711290599	0.0	32002.0000006	0.0	1.0	62699.0	0.00159492176909	0.0	41133.9999993	0.0	1.0	63475.9999994	0.00157539857585	
Beta-lactamase	0.0930280617164	0.00750309547581	0.0879839463351	0.0132625518863	0.480589492949	0.480589492949	0.00504411538132	-0.0107038822723	0.020792113035		54.83333333	62613.9999989	0.0875735990848	50.75	54430.0	0.0932390225978	50.0	55126.9999996	0.090699657156	44.33333333	40585.0000001	0.10923576033	54.83333333	62613.9999989	0.0875735990848	76.5	85145.0000002	0.0898467320451	50.83333333	54754.9999992	0.0928377925866	41.75	52990.9999993	0.0787869638251	24.0	32002.0000006	0.0749953127916	55.83333333	62699.0	0.0890497987688	46.92424242	41133.9999993	0.114076536249	49.61111111	63475.9999994	0.0781572737892	
Translation termination factors bacterial	0.396920750893	0.0378834186396	0.382604440484	0.020866143802	0.480938600735	0.480938600735	0.0143163104085	-0.0305086993545	0.0591413201716		254.9166667	62613.9999989	0.407124072419	229.5666667	54430.0	0.421764958111	214.5333333	55126.9999996	0.389161995577	129.4333333	40585.0000001	0.318919140815	254.9166667	62613.9999989	0.407124072419	372.45	85145.0000002	0.437430266016	211.0833333	54754.9999992	0.385505128853	215.0444444	52990.9999993	0.405813146389	110.9833333	32002.0000006	0.346801241478	255.95	62699.0	0.408220226798	154.3166667	41133.9999993	0.375155994318	237.4833333	63475.9999994	0.37413090507	
Benzoate degradation	0.00570588841296	0.00571859860892	0.00349380489955	0.00350110766	0.481069499336	0.481069499336	0.00221208351341	-0.00466146375839	0.00908563078521		1.033333333	62613.9999989	0.00165032314342	9.25	54430.0	0.0169943046114	5.0	55126.9999996	0.0090699657156	1.5	40585.0000001	0.00369594677836	1.033333333	62613.9999989	0.00165032314342	1.0	85145.0000002	0.00117446708556	0.0	54754.9999992	0.0	5.416666667	52990.9999993	0.0102218615747	0.0	32002.0000006	0.0	2.0	62699.0	0.00318984353818	1.0	41133.9999993	0.00243107891286	3.25	63475.9999994	0.00512004537153	
Campylobacter Iron Metabolism	0.148738763794	0.0305672840374	0.137012029811	0.0181199713479	0.481318953104	0.481318953104	0.0117267339824	-0.0248189991864	0.0482724671513		89.25119048	62613.9999989	0.14254190833	71.25757576	54430.0	0.130915994415	68.00753968	55126.9999996	0.12336521066	87.42424242	40585.0000001	0.215410231415	89.25119048	62613.9999989	0.14254190833	117.2083333	85145.0000002	0.137657329614	74.22738095	54754.9999992	0.135562744866	66.61666667	52990.9999993	0.125713171427	55.63571429	32002.0000006	0.173850741482	72.17619048	62699.0	0.115115377406	56.23571429	41133.9999993	0.13671345916	85.76666667	63475.9999994	0.135116684528	
Peptidyl-prolyl cis-trans isomerase	0.0522326187723	0.0115286369327	0.047523249411	0.00858155229541	0.481909063725	0.481909063725	0.00470936936127	-0.00977304027861	0.0191917790011		27.33333333	62613.9999989	0.0436537089636	31.16666667	54430.0	0.0572600894176	28.33333333	55126.9999996	0.0513964723823	30.5	40585.0000001	0.0751509178267	27.33333333	62613.9999989	0.0436537089636	36.0	85145.0000002	0.0422808150801	20.66666667	54754.9999992	0.0377438894536	24.0	52990.9999993	0.0452907097438	12.83333333	32002.0000006	0.0401016603017	29.33333333	62699.0	0.0467843718879	26.33333333	41133.9999993	0.064018411364	32.5	63475.9999994	0.0512004537153	
p-Aminobenzoyl-Glutamate Utilization	0.0383919479646	0.0136776042808	0.0321043832113	0.0135817952405	0.482494730921	0.482494730921	0.00628756475331	-0.0129196382949	0.0254947678015		25.0	62613.9999989	0.0399271728375	19.0	54430.0	0.0349072202829	24.0	55126.9999996	0.0435358354349	24.0	40585.0000001	0.0591351484538	25.0	62613.9999989	0.0399271728375	11.0	85145.0000002	0.0129191379411	16.0	54754.9999992	0.0292210757013	25.0	52990.9999993	0.0471778226498	9.0	32002.0000006	0.0281232422968	5.0	62699.0	0.00797460884544	20.0	41133.9999993	0.0486215782573	20.0	63475.9999994	0.0315079715171	
Listeria Pathogenicity Island LIPI-1 extended	0.00590337320643	0.00469749275085	0.0077698846441	0.0032258425245	0.482843432501	0.482843432501	-0.00186651143767	-0.00764559574331	0.00391257286797		1.0	62613.9999989	0.0015970869135	2.0	54430.0	0.00367444424031	5.0	55126.9999996	0.0090699657156	6.0	40585.0000001	0.0147837871134	1.0	62613.9999989	0.0015970869135	4.0	85145.0000002	0.00469786834223	4.0	54754.9999992	0.00730526892532	1.0	52990.9999993	0.00188711290599	2.0	32002.0000006	0.0062496093993	6.0	62699.0	0.00956953061453	5.0	41133.9999993	0.0121553945643	6.0	63475.9999994	0.00945239145513	
"DNA repair, UvrABC system"	0.68793252499	0.100994166688	0.649862907869	0.0562056019753	0.482910972349	0.482910972349	0.0380696171202	-0.0815886337507	0.157727867991		451.1261905	62613.9999989	0.720487735184	445.1428571	54430.0	0.817826303692	312.2440476	55126.9999996	0.566408561326	219.1484127	40585.0000001	0.539973913268	451.1261905	62613.9999989	0.720487735184	649.1547619	85145.0000002	0.762410901284	360.5861111	54754.9999992	0.658544628081	358.2873016	52990.9999993	0.676128590902	192.2666667	32002.0000006	0.60079578369	473.4190476	62699.0	0.755066344918	241.6634921	41133.9999993	0.587503019653	394.2742424	63475.9999994	0.621139079973	
NiFe hydrogenase maturation	0.0749809204161	0.0196973919328	0.0855708086088	0.0258154747928	0.483727049885	0.483727049885	-0.0105898881927	-0.0432551557202	0.0220753793349		48.89285714	62613.9999989	0.0780861423018	62.0	54430.0	0.113907771449	37.5	55126.9999996	0.068024742867	21.53333333	40585.0000001	0.0530573692989	48.89285714	62613.9999989	0.0780861423018	50.0	85145.0000002	0.0587233542779	44.14285714	54754.9999992	0.080618860635	55.5	52990.9999993	0.104734766282	16.66666667	32002.0000006	0.0520800783379	42.33333333	62699.0	0.0675183548861	54.0	41133.9999993	0.131278261295	49.0	63475.9999994	0.0771945302169	
Polysaccharide deacetylases	0.0578575819022	0.0146862196162	0.0649714810596	0.0163480745427	0.485935760325	0.485935760325	-0.00711389915742	-0.0290458708474	0.0148180725326		38.0	62613.9999989	0.0606893027129	20.0	54430.0	0.0367444424031	25.0	55126.9999996	0.045349828578	34.0	40585.0000001	0.0837747936428	38.0	62613.9999989	0.0606893027129	51.0	85145.0000002	0.0598978213634	43.0	54754.9999992	0.0785316409472	24.0	52990.9999993	0.0452907097438	27.0	32002.0000006	0.0843697268905	30.0	62699.0	0.0478476530726	33.0	41133.9999993	0.0802256041245	34.0	63475.9999994	0.053563551579	
CBSS-323098.3.peg.2823	0.00375431146354	0.00200503282475	0.00495502738313	0.00309901621033	0.486394988572	0.486394988572	-0.00120071591959	-0.00496419332187	0.00256276148268		1.0	62613.9999989	0.0015970869135	3.833333333	54430.0	0.00704268479331	3.0	55126.9999996	0.00544197942936	1.666666667	40585.0000001	0.00410660753233	1.0	62613.9999989	0.0015970869135	2.333333333	85145.0000002	0.00274042319924	2.333333333	54754.9999992	0.0042614068725	2.333333333	52990.9999993	0.00440326344668	3.666666667	32002.0000006	0.0114576172331	1.0	62699.0	0.00159492176909	2.0	41133.9999993	0.00486215782573	2.0	63475.9999994	0.00315079715171	
